Executable,Dataset,SkylinePoints,AvgTime_s
omp-skyline1,test7-N100000-D200.in,100200,52.00111400000000000000
omp-skyline1.2,test7-N100000-D200.in,100200,53.13144200000000000000
omp-skyline2,test7-N100000-D200.in,100200,58.08372766666666666666
omp-skyline2.2,test7-N100000-D200.in,100200,56.84767833333333333333
